"filename","failed_anlysis","CHATTY_SERVICE","CYCLIC_DEPENDENCY","DATA_SERVICE","DEAD_COMPONENT","DENSE_STRUCTURE","MESSAGE_CHAIN","SHARED_PERSISTENCY","STRICT_LAYER_VIOLATION","DUPLICATION","HUB_LIKE_MODULARIZATION","WEAKEND_MODULARITY","DOCUMENTATION","LAZY_COMPONENT","CHATTY_SERVICE_ns","CYCLIC_DEPENDENCY_ns","DATA_SERVICE_ns","DEAD_COMPONENT_ns","DENSE_STRUCTURE_ns","MESSAGE_CHAIN_ns","SHARED_PERSISTENCY_ns","STRICT_LAYER_VIOLATION_ns","DUPLICATION_ns","HUB_LIKE_MODULARIZATION_ns","WEAKEND_MODULARITY_ns","DOCUMENTATION_ns","LAZY_COMPONENT_ns","nodes","edges","file_size_bytes"
"Return Freight.xml","0","0","0","1","1","0","0","0","0","1","0","1","0","0","18600","87300","32800","115400","108300","15000","4400","8900","38600","136500","177200","5300","22000","42","54","51907"
"Row Data Gateway.xml","0","0","1","0","0","0","0","0","0","1","0","1","0","0","4900","143700","49200","103400","108400","5900","3300","2700","120200","154600","190700","4800","9900","43","69","46817"
"SaaS.xml","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6200","11000","35700","15800","12300","12100","3800","5200","4000","11300","11900","2700","5300","7","11","12118"
"Scheme.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scratch.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4600","3600","5300","7400","6400","9300","3700","2400","4000","4300","4000","1900","4500","3","1","6918"
"Scratch0.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5100","4000","5700","8900","7000","8800","2700","3100","3400","3800","4300","1900","5000","3","1","8120"
"Scratch1.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4100","4100","5100","7400","6100","8500","3600","3000","3200","3700","3600","2300","5000","3","1","6914"
"Scratch2.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4600","3600","11800","10500","6300","8200","3700","2500","4400","4000","4200","2300","4300","3","1","8058"
"Scratch3.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4400","3800","6000","7800","6200","8500","3900","3200","3500","3900","4000","2000","4900","3","1","8058"
"Scratch4.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4900","4000","5300","7900","6000","8300","3800","2500","3700","3700","3800","2000","5300","3","1","8058"
"Scratch5.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5500","4100","6200","10000","6600","10000","2800","2600","3400","3900","5000","2300","5500","3","1","8058"
"Scratch6.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5000","3800","5500","8600","6000","8800","4000","2500","4100","3900","3800","2100","5100","3","1","6915"
"SDS.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6200","3700","5500","9000","7500","8500","3500","2700","3700","3900","3800","2000","4400","3","1","62432"
"Separated Interface.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4300","6500","5100","17600","12800","5500","2900","3400","6000","10500","11100","2900","5300","7","5","10123"
"Serialized LOB.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","5700","177000","8800","129500","137300","18600","7500","3300","180200","176600","193000","4800","18700","49","69","57327"
"Server Session State.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4700","46600","7500","47200","46100","38300","19600","3700","46300","59100","62000","3600","22400","26","37","26055"
"Service Locator.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","5600","84600","8600","75500","72800","4700","3400","3000","40000","91600","97700","4300","6600","35","43","29265"
"ServiceNow.xml","0","0","1","0","1","0","0","0","0","1","0","1","1","0","13300","124000","10900","223200","207900","25000","4800","9700","121900","288100","332600","10700","12000","74","77","114772"
"signal-collector.xml","0","0","1","0","1","0","0","0","1","0","0","0","0","0","7600","21300","7500","49600","44100","6500","3700","5600","15200","51700","54500","3700","5200","26","29","36943"
"Single Table Inheritance.xml","0","0","0","0","0","0","0","0","0","1","0","1","0","0","4300","231700","8300","144800","151900","5300","3000","2400","149600","218600","242200","6300","9200","55","81","44385"
"SMAG V3.2.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG V3.3.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG V3.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG V5.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG V7.2.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG V7.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SMAG8.xml","0","0","1","0","1","0","0","0","0","1","0","1","1","0","13600","122400","11400","235500","205400","8200","3800","9500","122300","288300","325300","11200","12200","74","77","114772"
"smava.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","6800","4900","10400","8700","3200","2400","2400","3900","6300","6700","2200","3100","5","5","7535"
"soa_architecture.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Network.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6200","12700","6500","18400","15900","10100","3100","3900","5500","14200","15400","3200","4000","9","10","12102"
"Social Web Service.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6300","13500","5600","20800","17600","9500","2400","3900","8200","18100","18100","2700","4300","10","12","13946"
"solr.xml","0","0","1","1","1","1","0","0","0","0","0","0","0","0","3900","5300","19300","13400","25400","4900","2400","2300","2600","8700","9300","2000","3000","6","5","17756"
"solution-to-be-simple.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"solution-to-be.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sovrin Framework Architecture Reference Model (SOVRIN ARM).xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM).xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)2.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)3.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SOVRIN-ARM.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Special Case.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6900","35900","6400","42800","40000","4000","2800","2800","17000","45600","47100","3300","4800","21","25","20445"
"Sustainable patterns.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","0","44600","137500","13200","409700","410700","12200","5400","3400","505100","538100","624000","7600","20000","144","140","248444"
"Table Data Gateway.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","11700","46400","6400","60000","60100","4200","2800","2400","38600","76500","81200","3600","6000","30","41","30616"
"Table Module.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","6100","9700","4100","24300","23000","3400","2300","3100","20000","25500","26300","2700","3800","20","13","19482"
"Tembea.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","1","51500","34100","7200","34200","32600","11300","3100","3800","22200","35600","36800","3300","19800","23","21","33017"
"Template View.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","1","7900","99000","6900","76300","80700","4800","2700","2600","50800","106100","115000","4300","7400","41","55","51532"
"Test Data.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Test DeleteHandler.xml","0","0","0","0","1","0","0","0","1","0","0","0","0","0","6700","5000","4400","18200","15900","3600","2400","4500","2500","12600","17500","2900","4000","9","4","12593"
"Test Model.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6900","4100","3900","8600","16300","3700","2100","2500","1800","3500","3500","1900","2900","2","1","5573"
"test-doc.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Test1.xml","0","0","0","0","1","0","0","0","1","1","0","0","0","0","16800","7200","5200","16400","11900","4700","2400","4700","5100","11700","12900","2600","3600","9","7","8745"
"Test6a.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","67200","252400","12300","171100","161300","10300","4200","2900","81800","248500","255600","5200","15200","69","72","315624"
"Test6d.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","117100","564900","14100","274200","275200","11900","4800","2800","135300","429100","443600","5800","20500","95","102","395085"
"Test6e.xml","0","0","0","0","0","0","0","0","0","1","0","1","0","1","80600","1454300","23600","740200","747700","17800","5700","3100","386700","1241400","1304300","8300","28700","165","196","684650"
"testbed-jarchi-scripts.xml","0","0","1","1","1","0","0","0","0","1","0","0","0","0","10500","17700","9600","80400","69500","7500","3200","2800","38800","93100","92300","6100","31700","46","26","106033"
"testFindReplace.xml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5200","3800","4800","15900","11700","3700","3600","3100","4700","10800","11700","2600","3300","10","1","6725"
"The application layer coordinates the work between contexts.xml","0","0","1","0","0","1","0","0","0","1","0","0","1","0","5000","141700","7500","66400","111200","5200","2700","8300","88000","129300","136100","4300","6000","41","81","56058"
"TOOP Architecture.xml","0","0","1","0","1","0","0","0","0","1","0","1","0","0","24700","2211400","15100","451500","462600","13000","5200","32900","194900","715800","795000","6400","17000","105","183","257405"
"TOOP Architecture1.xml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","29600","3095400","18900","684800","683500","14400","5300","45500","279100","1087100","1199400","7400","21300","133","221","375122"
"TOOP Architecture2.xml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","30800","3135200","18200","684700","683500","13800","5400","45400","279100","1088400","1224600","8100","20900","133","221","375122"
"TOOP Trust & Technical Architecture.xml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","30600","3137100","19000","686100","675800","14400","5600","45500","286000","1076700","1185900","7200","20600","133","221","273634"
"toop-framework.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","28400","6900","35200","28700","5500","2600","2400","5600","29100","30600","3000","4300","16","17","24564"
"toop-goopra-2-3.xml","0","0","1","0","1","1","0","0","0","1","0","1","0","1","55800","4560200","22900","1111100","1235900","21600","5400","79100","395200","1662200","1862300","9900","24700","157","279","551246"
"TOOP-GOOPRA.xml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","25800","6686000","20700","1217100","1352200","13300","5600","3500","692500","2017900","2253600","11000","27300","179","365","515469"
"TOOP-RefModel.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","4500","14800","5900","29700","24300","4200","2400","2800","16900","24900","26800","2800","4600","16","19","25241"
"Topcalc.xml","0","0","1","0","1","0","0","0","0","0","0","0","0","0","3800","20500","6400","43400","37100","3700","2400","2300","4900","34900","35500","2900","4500","12","17","15319"
"Transaction Script.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4400","12000","5500","24500","20500","3400","2300","3600","8100","20900","22600","2800","3500","13","15","12536"
"Transform View.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","1","5300","131900","8500","109100","105800","4700","3400","2200","69800","165800","185000","4500","8600","50","72","55404"
"transformed","0","0","1","0","0","0","0","0","0","1","0","0","0","1","8800","131200","10800","113400","107700","5400","3200","3300","80400","167600","180300","3800","8700","50","72","262144"
"Tutorial ArchiMate.xml","0","0","0","0","1","0","0","0","0","1","0","1","1","0","10800","55500","9100","65600","56600","7500","3400","4500","16900","69900","98600","8900","6700","32","36","43607"
"Two Step View.xml","0","0","1","0","0","0","0","0","0","1","0","0","0","1","6100","112200","9300","97900","96500","4600","3100","2500","65800","150500","165700","4100","8800","48","70","44629"
"Types of consistency.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","6000","18100","6400","50700","43900","4200","2600","2600","35400","57300","57100","3400","5600","30","26","32499"
"Unit of Work.xml","0","0","1","0","1","0","0","0","0","1","0","1","0","0","5600","125700","7300","148300","139700","4800","2900","3200","125100","200000","234000","6100","8300","51","83","52303"
"V2.xml","0","0","1","0","1","1","0","0","0","1","0","1","0","0","6900","53700","6600","64800","76700","5700","3600","2600","18600","76300","85300","3800","6200","28","44","34628"
"Value Object.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4300","21800","5700","79000","72600","4100","2700","2100","75900","92900","100100","3700","5900","43","34","37616"
"Web Application.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6500","12200","5800","18300","14000","9300","2900","3600","5300","14700","15800","2600","3700","9","10","12103"
"Web Service Application.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9100","20600","6700","27300","22700","14500","3300","4300","9600","25900","34600","3000","4800","14","18","19336"
"Web Service.xml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6400","17500","6100","20300","16300","9000","3000","3600","6600","17000","17900","2500","3700","10","12","13821"
"web-resources.xml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3600","5100","4500","11400","9000","2500","2000","2400","4100","8900","8700","1700","3200","7","6","10293"
"wfmc_reference_architecture.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"wm-system.xml","0","0","1","0","1","0","0","0","0","1","0","1","0","0","16500","109500","11000","203300","200500","8800","3900","6300","70000","271300","305400","5600","9600","70","82","101810"
"Xerofone.xml","0","0","1","0","1","0","0","0","0","1","0","0","0","0","21200","349000","16400","411300","351000","11500","6500","13100","212600","467900","489400","6500","15800","128","75","109964"
"Yodata.xml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","6700","15300","6100","67600","57000","5500","2800","5700","27400","65500","68700","3700","7200","35","23","32978"
"ZDS 2.0.xml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
