"filename","failed_anlysis","CHATTY_SERVICE","CYCLIC_DEPENDENCY","DATA_SERVICE","DEAD_COMPONENT","DENSE_STRUCTURE","MESSAGE_CHAIN","SHARED_PERSISTENCY","STRICT_LAYER_VIOLATION","DUPLICATION","HUB_LIKE_MODULARIZATION","WEAKEND_MODULARITY","DOCUMENTATION","LAZY_COMPONENT","CHATTY_SERVICE_ns","CYCLIC_DEPENDENCY_ns","DATA_SERVICE_ns","DEAD_COMPONENT_ns","DENSE_STRUCTURE_ns","MESSAGE_CHAIN_ns","SHARED_PERSISTENCY_ns","STRICT_LAYER_VIOLATION_ns","DUPLICATION_ns","HUB_LIKE_MODULARIZATION_ns","WEAKEND_MODULARITY_ns","DOCUMENTATION_ns","LAZY_COMPONENT_ns","nodes","edges","file_size_bytes"
"Pattern157 RULE ENGINE_transformed.graphml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10084300","10065300","10052600","9974500","10934000","10401300","10264300","10237700","21293200","10356400","10225400","10285400","10366400","8","7","22113"
"Pattern159 BUSINESS PROCESS MANAGEMENT_transformed.graphml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10115600","10045400","10069400","10001500","9993300","10018100","10038500","9985400","19750500","47616200","47611200","10102200","10002100","8","7","22279"
"Pattern162 CASEMANAGEMENT_transformed.graphml","0","0","0","0","0","0","0","0","0","1","0","0","0","0","23884500","10383000","10493600","10402700","23858900","10027400","10051800","9995400","32834500","10136200","10098000","10007300","9958200","5","4","14017"
"Pattern163 VIRTUAL DOSSIER_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10143700","10037200","10252800","10043900","10019200","10071700","10040600","10286900","19846200","47989000","48206100","10143600","10107700","7","6","19541"
"Pattern166 BUSINESS INTELLIGENCE_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10130300","10173400","10014800","10096100","10037400","10017000","10069800","10004400","20503800","495384300","513912100","10074200","10020600","43","59","139323"
"Pattern168 WorkTogether_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10163800","10186500","10158700","10122900","10067300","10070200","10111700","10078600","36677000","1245476000","1267752500","10357500","10325600","90","114","276537"
"Pattern169 VendingMachine_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","10256700","10489000","10173600","10084200","10100500","10108700","10108300","10017800","34335200","1004365700","1022884800","10142200","10005300","72","97","229139"
"Pattern170 KnowYourCustomer_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","10259500","10423700","10221900","10229300","10128800","10058800","10074800","10115900","23344000","1644906900","1734243300","10288000","10340800","117","173","390633"
"Pattern171 Financials_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10317600","10262100","10282500","10341100","10427300","10488200","10386300","10380300","21310800","1130687800","1149347200","10199600","10091500","77","113","257314"
"Pattern173 Resources are Scarce_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10293700","10319300","10270700","10196800","10111900","10198900","10291600","10131000","21690000","1264450100","1301208900","10716200","10646200","88","95","248942"
"Pattern174 FromSupplierToCustomer_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10195000","10298500","10188200","10260200","22358300","10182800","10460600","10009600","20506800","1078659300","1076025100","10146300","10088600","65","117","245553"
"Pattern179 YouHaveMail_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","10293300","10777700","10235200","13772700","10137300","10106700","10043000","10051300","22182700","1310287800","1320677600","10221300","10194200","106","172","374095"
"Pessimistic Offline Lock_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10002500","9968100","9958400","9919800","10033600","10026300","9998500","9984100","19420800","10062300","9989300","9949400","9962900","0","0","1329"
"Plugin_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10249800","10106400","10044700","10032300","10016300","9999300","10080700","10029800","19566800","56899000","66310900","10168100","10084400","5","4","14007"
"plutusIO_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","1","0","0","10146600","10139400","10094300","9993600","10157500","10155200","10099800","9994400","20794600","757009500","801123200","10390700","10377500","51","52","141806"
"Production Deployment_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10373300","10404800","10675800","10393800","10381600","10126000","10061300","10087000","19678500","177823100","178334800","10816800","9965700","10","8","26151"
"PSN ModelMate for API Analysis3_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10128000","10005200","9972500","9951500","10097400","10070000","10087900","10270200","19754200","10238700","10451100","10306400","10429000","0","0","1329"
"PSN ModelMate for API Analysis5_transformed.graphml","0","0","0","0","0","1","0","1","0","1","0","1","0","0","10565300","10323600","10424900","10284100","10336700","10515200","10451800","10319600","20448900","314719600","308339800","10203300","10069600","31","45","100917"
"PSN ModelMate for API Analysis6_transformed.graphml","0","0","0","0","0","1","0","1","0","1","0","1","0","0","10133600","10036900","10091900","10163200","10117100","10111300","10178500","10110200","20380000","309059000","309554300","10090100","10159300","33","50","109988"
"PSNModelMate1_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10121700","10041500","10158500","10306000","10134500","10071700","10033100","9987100","20830800","10142100","10104000","9977700","9970200","49","32","109572"
"PSNModelMate2_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10207600","10143800","10119900","10129600","10105900","10044000","10154200","10110600","22104300","355815000","425632900","10140200","10084000","93","95","249167"
"PSNModelMate3_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10169700","10120300","10188000","10329300","10095500","10083300","10135900","10141300","21942800","357125200","422277200","10243600","10079200","93","95","249167"
"PSNModelMate4_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10207800","10995900","10162300","10190000","10067500","10067100","10050600","10099500","22048500","384564300","458500100","10236800","10106200","96","106","266992"
"PSNModelMate5_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10139000","16000000","10196600","10217500","10052800","11456100","10146600","10056000","21996800","384896300","441827000","10152300","10081100","103","106","276275"
"PSNModelMate6_transformed.graphml","0","0","0","1","1","0","0","0","1","1","1","1","0","0","10649900","10455800","10384900","10560900","10231500","10201100","10559400","10212200","50205300","745934400","798046500","10236200","10194000","263","187","601850"
"Pushmodel_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10060300","9990700","9985500","10032200","10064000","10026200","10054600","10044800","19584000","10080000","10093100","10045600","10050700","3","0","5867"
"pve_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","0","0","0","10110500","10002300","10095300","10052200","12978500","10138400","10047800","9994900","19766000","10227400","13070500","10105100","10064300","14","13","37165"
"Query Object_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10068400","10084200","10123400","10439900","10138700","10057800","10056200","9972000","20015800","10074800","10075500","10052400","9988700","0","0","1329"
"Record Set_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10029600","9996800","10013800","10005400","10048700","9981800","9991200","10031100","19457800","10051900","10039600","9960000","9993100","0","0","1329"
"Registry_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10054400","9977400","9977400","9959700","9967100","9959000","9994800","9997300","19455800","10098400","10038400","9953500","10122600","0","0","1329"
"Remote Facade_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10045900","10057200","10018700","9961700","9999200","9957900","10005900","10155300","19553900","10202100","10132400","10048300","10042400","0","0","1329"
"Report API_transformed.graphml","0","0","0","1","0","1","0","0","0","1","0","1","0","1","10187600","10065600","10112800","10010000","10044400","10097100","10176300","10032300","19998900","159447600","160332000","10121000","10024600","39","48","118408"
"Repository_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10079000","9982300","9982200","10023200","10003000","10062100","10014800","10014200","19418300","10055200","10060900","9967300","10003500","0","0","1329"
"Return Freight_transformed.graphml","0","0","0","1","1","1","0","0","0","1","1","1","0","0","15293300","10250200","10671900","10295700","10199300","10234100","10444900","10317400","20239600","532858500","533384600","10129200","10081400","44","51","126936"
"Row Data Gateway_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16490100","10175800","10421200","10149300","10248000","10092000","10073500","10083300","19596500","10176900","10098200","10125000","10143300","0","0","1329"
"SaaS_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","15757800","10208700","10600900","10120100","10132500","10253000","10253300","10200600","20008700","10366400","10257600","10048200","9992200","4","4","12207"
"Scheme_transformed.graphml","0","0","0","1","1","1","0","1","0","1","0","1","0","0","10303700","10522000","10260400","10079500","10124400","10049400","10205400","10017000","20452100","243869000","420909800","10249100","10074100","31","42","98648"
"Scratch0_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15740400","10290600","10645900","10245600","10165700","10035400","10037200","10004200","19829600","10285000","10230100","10209600","10143700","4","1","8512"
"Scratch1_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15666300","10172800","10521000","10191500","10040900","10027500","10053400","10015900","19596800","10042600","10033200","10072400","10040500","4","1","8512"
"Scratch2_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15684600","10317500","10572700","10158500","10086000","10611700","10274000","10073400","19676000","10085300","10050800","10023200","17777100","4","1","8512"
"Scratch3_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15971600","10376800","10693500","10264500","10193200","10078100","10031700","9971000","20977000","10695200","10076300","10001600","10265500","4","1","8512"
"Scratch4_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15718900","10229600","10561400","10148600","10046500","10034500","9997200","10058100","19801200","10150700","20239200","10058100","10026900","4","1","8512"
"Scratch5_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15949800","10324300","10625700","10298800","10181300","10089800","10058000","9984300","19604200","10057800","10040600","10200900","10089600","4","1","8512"
"Scratch6_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","16119800","10204000","10626000","10187100","10178000","10050600","10023100","9976400","19604800","10081900","10029500","9966800","9954700","4","1","8512"
"Scratch_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","15879600","10171100","10579100","10312700","10111400","10054900","10049700","10465000","19605200","10024100","10031100","9978100","9966500","4","1","8512"
"SDS_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","1","0","0","10356200","10168300","10657600","10223900","10039700","10022200","9994200","9991000","19685400","216004800","216306000","10283700","10315000","49","36","116613"
"Separated Interface_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16747500","10322400","10750200","10390000","10339000","10239700","10276100","10282500","19735500","10366400","10317800","10250100","10377400","0","0","1329"
"Serialized LOB_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16930000","10339400","10717000","10204900","10296100","10301800","10123800","10000900","19404200","10041200","10052000","10068500","10200600","0","0","1329"
"Server Session State_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16484900","10260000","10430400","10081600","10073900","9965800","9976400","9968400","19419800","10085000","10081500","9988800","9959700","0","0","1329"
"Service Locator_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","15626300","10292100","10444400","10159400","10211900","10325600","10169600","10094600","19924200","207562900","216796500","10359500","10252000","14","15","39961"
"ServiceNow_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","1","0","10498100","10891300","10657100","10418500","10346500","10381800","10363900","10358100","21104600","390071400","442330400","10370000","10046200","71","75","228778"
"signal-collector_transformed.graphml","0","0","0","1","1","1","0","0","1","1","0","0","0","0","15562600","10251100","10661600","10241700","10305000","10425300","10222300","10317900","20045600","66976200","66527000","10269700","10066400","22","28","68783"
"Single Table Inheritance_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16894700","10203300","10455500","10233900","10168900","10641100","10043400","9975500","19515800","10054000","10031800","10018800","10000400","0","0","1329"
"SMAG V3.2_transformed.graphml","0","0","0","0","1","0","0","0","0","1","1","1","1","0","10671600","10326700","10233300","10585200","10278400","10185600","10810400","10322100","36698700","1113325700","1399711800","10564000","10190200","285","152","611604"
"SMAG V3.3_transformed.graphml","0","0","1","1","1","0","0","0","1","1","1","1","1","0","10530400","10464200","10325300","11311700","10398100","10424000","10384800","10497400","187681100","1766423700","2211841000","10865300","10366600","576","296","1222583"
"SMAG V3_transformed.graphml","0","0","1","1","1","0","0","0","1","1","1","1","1","0","10466600","10437300","10342700","11258500","10399300","10331400","13079800","10320300","186427700","1764886600","2206402600","10748100","10304000","576","296","1222583"
"SMAG V5_transformed.graphml","0","0","1","1","1","0","0","0","1","1","1","1","1","0","10774100","10435400","10362400","11193100","10276200","10512700","12307800","10798900","189719700","1784672800","2205471800","10800600","10311300","576","296","1222583"
"SMAG V7.2_transformed.graphml","0","0","1","1","1","0","0","0","1","1","1","1","1","0","10722100","10723200","10408500","11322500","10287200","10339200","10273700","10571100","245807000","2337530900","2842740300","10808300","10345100","662","356","1418426"
"SMAG V7_transformed.graphml","0","0","1","1","1","0","0","0","1","1","1","1","1","0","10646500","10602200","10438800","11387000","10378200","10309000","10532300","10411300","241909500","2347226600","2855325000","10781200","10379100","662","356","1418426"
"SMAG8_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","1","0","10452600","10822800","10430200","10391200","10372200","10325800","10239800","10111000","20841100","375771100","441630000","10437700","10031600","71","75","228778"
"smava_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","10251200","10098900","10144100","10299800","10213000","10161400","10082300","10037300","19760800","10208100","10160200","10019700","9955200","5","5","14957"
"Social Network_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","10172800","10057400","10169900","10080000","10072300","10029500","10085800","10066500","19815000","10169800","10265400","10088000","10032000","9","10","26716"
"Social Web Service_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","10128100","9986500","10038200","10087400","10133900","10092900","10151800","10068400","19583700","47952200","47831100","10105000","10078500","10","12","30787"
"solr_transformed.graphml","0","0","0","1","1","0","0","0","0","1","0","0","0","0","10071400","9967000","10070100","10044200","10113200","10065500","10071400","9998100","20831300","11671900","10138500","10063400","9984300","10","2","17562"
"solution-to-be-simple_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10077600","10049600","10191100","10041600","10006700","10202800","10176400","10063400","19614700","47873600","50363800","10937100","10513100","7","6","19438"
"solution-to-be_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10235700","10339700","10481400","10162000","10132600","10289100","10218700","10135200","19764400","328322200","328438200","10100400","10013200","24","42","90452"
"Sovrin Framework Architecture Reference Model (SOVRIN ARM)_transformed.graphml","0","0","0","0","1","0","0","0","1","1","1","1","1","0","10199600","10291700","10150300","10400000","10148000","10212200","10257200","10475300","29508300","716958200","725130300","10542900","10643600","170","128","443891"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)2_transformed.graphml","0","0","0","0","1","0","0","0","1","1","1","1","1","0","10377600","10449100","10431100","10908300","10333200","10481800","10347600","10855000","59057000","722845300","729271400","10737900","10139600","270","139","619277"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)3_transformed.graphml","0","0","0","0","1","0","0","0","1","1","1","1","1","0","10331900","10335800","10177700","10596400","10086200","10116100","10245600","10359300","48337500","717184000","728214300","10611600","10185200","254","139","592651"
"Sovrin Governance Framework Architecture Reference Model (SOVRIN ARM)_transformed.graphml","0","0","0","0","1","0","0","0","1","1","1","1","1","0","10209500","10298000","10285800","10612200","10167400","10172400","10419200","10420100","36759700","719004500","732058100","10849500","10322000","212","139","525139"
"SOVRIN-ARM_transformed.graphml","0","0","0","0","1","1","0","0","1","1","1","1","1","0","10447300","10500600","10241800","10300000","10345000","10237800","10361600","10542100","21829100","829862700","741669500","10527000","10296100","85","128","307236"
"Special Case_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","1","0","0","10241700","10172700","10276300","10219300","10212800","10295500","10274500","10157500","20199300","245135500","281981600","10256100","10315000","19","20","52694"
"Sustainable patterns_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","1","0","0","10533600","10506600","10521500","10765200","10531100","10317300","10333300","10297700","37022300","706646700","1083794300","10166600","10086600","224","139","498913"
"Table Data Gateway_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10056200","9961300","9998000","9966400","9988200","9985700","9994300","10119800","19906800","10123700","10118000","9995000","9943800","0","0","1329"
"Table Module_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10295700","10238400","10970800","10325700","10387500","10425300","10748200","10273800","19873400","10743500","10083600","9995800","10081800","6","0","9755"
"Tembea_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10322900","10166200","10215500","10071100","10099900","10131200","10078200","10005100","19757200","10216000","10095600","10539700","9997200","24","21","62471"
"Template View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10140000","10005200","9984700","9956700","9982700","10030900","9981500","9943100","19499700","10170600","10079900","10031600","9962900","0","0","1329"
"Test Data_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10335600","10193400","22934300","10073500","10086600","9991500","10484800","10155300","19760500","29089400","47967300","10115100","10038800","2","1","5720"
"Test DeleteHandler_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10231600","10246900","10212000","10201600","10286700","10185400","10467300","10326600","19905500","29134500","47544300","10008900","10013400","13","3","23247"
"Test Model_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10385100","10080400","10015900","9972100","10025800","10008600","10181900","10164100","19531500","29010500","47585600","10063900","9995200","2","1","5759"
"test-doc_transformed.graphml","0","0","0","0","1","0","0","0","0","0","0","0","0","0","10102000","9983900","9981200","9987100","10136500","10012300","9997500","9929500","19417300","10037100","9980600","10056200","10038400","1","0","3122"
"Test1_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10133800","10026200","10041000","10361700","10025700","10034300","10139100","10090700","19585500","10107700","9981300","9974000","9916500","8","6","20277"
"Test6a_transformed.graphml","0","0","0","0","1","0","0","0","0","1","1","1","0","0","10153600","10609400","10083300","10029100","10068700","10136700","10129300","10002900","20298200","252820400","252388200","10075900","9974200","35","26","88598"
"Test6d_transformed.graphml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Test6e_transformed.graphml","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"testbed-jarchi-scripts_transformed.graphml","0","0","0","1","1","0","0","0","0","1","0","1","0","0","10298900","10176100","10177000","10102000","10056700","10068700","10071400","9964900","20197500","142797000","196780600","10119300","10074900","51","26","105542"
"testFindReplace_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10093000","10006100","9964100","10002000","10039500","9984700","10064500","9918900","19597900","10229200","10097200","10006300","9961800","4","1","8450"
"The application layer coordinates the work between contexts_transformed.graphml","0","0","1","0","0","1","0","0","0","1","0","1","1","0","10432500","10324700","10024900","10052600","10139500","10086900","10045600","9975800","20987900","481564700","477577600","10102100","10167100","41","81","159529"
"TOOP Architecture1_transformed.graphml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","10248700","10726400","10638700","10891200","10314800","10219300","10170500","10097700","65825100","1666148200","1679198900","10274800","10194800","297","211","694229"
"TOOP Architecture2_transformed.graphml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","10461100","10840600","10286400","10619200","10213300","10254900","10524400","10586400","63841000","1659959100","1647268500","10243600","10178000","297","211","694229"
"TOOP Architecture_transformed.graphml","0","0","1","0","1","1","0","0","0","1","1","1","0","0","10431700","10993700","10290500","10301000","10131900","10093400","10102200","10058000","27986500","1268270200","1272958900","10155600","10055800","185","183","501086"
"TOOP Trust & Technical Architecture_transformed.graphml","0","0","1","0","1","0","0","0","0","1","1","1","0","0","10451100","10786600","10415700","10598000","10333700","10193600","10173600","10024200","36760500","942869000","947215000","10223300","10162500","196","142","462415"
"toop-framework_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","1","0","0","10083500","10010900","10033300","9941500","10010500","9963700","10012300","10027800","19657200","224533200","252051600","10061000","9996700","16","17","46290"
"toop-goopra-2-3_transformed.graphml","0","0","0","0","1","0","0","0","0","1","1","1","0","0","10396600","10397400","10582800","11120600","10191100","10210800","10186900","10166000","844945500","2028980700","2068453100","10236600","10214500","519","271","1083951"
"TOOP-GOOPRA_transformed.graphml","0","0","0","0","1","0","0","0","0","1","1","1","0","0","10384800","10874400","10241400","13645600","10295200","10507600","10374400","10714600","436552500","2819203600","2899874600","10546800","10427600","448","354","1095932"
"TOOP-RefModel_transformed.graphml","0","0","0","0","1","1","0","0","0","1","0","1","0","0","10197000","10132800","10764900","10156600","10125600","10136700","10085500","10067500","19883300","216745000","216743800","10205600","10104500","20","19","54571"
"Topcalc_transformed.graphml","0","0","1","0","1","1","0","0","0","0","0","1","0","0","10126300","10160400","9978900","10111500","10020100","10094200","10340900","9973800","19471700","122578600","122288900","10045500","9975300","10","13","32611"
"Transaction Script_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10835300","10166400","10292100","10823100","10303000","10238900","10196900","10172900","19683100","10282900","22995800","10331600","10188600","0","0","1329"
"Transform View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10369500","10232700","10143600","10079200","10098400","10713000","10054000","10127500","19511600","10049900","10023500","10055400","9992000","0","0","1329"
"Tutorial ArchiMate_transformed.graphml","0","0","0","0","1","0","0","0","0","0","0","0","1","0","10118800","10247800","10145600","11574700","10064100","10040000","10016400","10031300","19467500","10172000","10199100","10080300","10014900","6","0","10883"
"Two Step View_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10261000","10206300","10078000","10064900","10100400","10045400","10010800","9945400","19504000","10043700","10333200","9965900","9989800","0","0","1329"
"Types of consistency_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","1","0","0","10153100","10135500","10021100","10170400","10053600","10013200","10059100","9975600","20046400","66497600","67227200","10122500","10012700","26","21","63816"
"Unit of Work_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9976400","9958900","10131900","10040800","10078500","10133200","10366300","10315700","19941300","10384000","10220700","10113200","10165100","0","0","1329"
"V2_transformed.graphml","0","0","0","0","0","1","0","1","0","1","0","1","0","0","10134300","10139400","10073400","9996100","10168400","10184500","10285500","10214600","19826000","255668500","252892800","10136000","9999400","20","36","76887"
"Value Object_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10035000","9984300","9942400","9940400","10041600","10040300","10039800","9973300","19386800","10015500","10034600","9978900","9947700","0","0","1329"
"Web Application_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","10169900","10015500","10102400","10074400","10247700","10141400","10037200","10064600","19564900","10062500","10043600","9941400","9924800","9","10","26728"
"Web Service Application_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","10170800","9988400","10117500","10017600","9982800","10077000","10023800","10028700","19752200","47681500","47872000","10118400","10021200","14","18","43868"
"Web Service_transformed.graphml","0","0","0","0","0","1","0","0","0","1","0","0","0","0","15452800","10057700","10089500","9942200","10000800","9994200","9957500","9959800","19665800","47692400","47589300","10253700","10072700","10","12","30675"
"web-resources_transformed.graphml","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10126400","10094300","9993600","9994100","10104600","10180100","10216100","10212500","19625500","10163900","10145000","9977900","9989000","7","6","19308"
"wfmc_reference_architecture_transformed.graphml","0","0","0","0","0","1","0","0","0","1","1","1","0","0","10293700","10866300","10296700","10116400","10046400","9986900","10009600","10033300","19684200","271368000","272733000","10274000","10214700","28","44","98796"
"wm-system_transformed.graphml","0","0","1","0","1","1","0","1","0","1","1","1","0","0","10598000","10255200","10114600","10025900","10038500","10020100","10163700","9983300","19996000","430667100","569682800","10147600","10002100","49","56","140152"
"Xerofone_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10184700","9993900","10146600","13072100","10151500","10240900","10127100","10050300","19798000","10112000","10151200","10064500","10010100","9","0","13787"
"Yodata_transformed.graphml","0","0","0","0","1","0","0","0","0","1","0","0","0","0","10079600","10220300","10123900","10150300","13119400","10308300","10421900","10472100","20109400","48078400","94679200","10364500","10266300","11","8","28143"
"ZDS 2.0_transformed.graphml","0","0","0","0","1","1","0","0","0","1","1","1","0","0","10376300","10460700","10359300","10478400","10432100","10373100","10373400","10312600","21059700","405403300","405424700","10351600","10360200","52","92","193808"
